choice,confidence,rt,question,type,set,SID
1,87,8.72,79,2AFC,1,52
1,95,6.117,79,2AFC,1,53
0,53,4.704,79,2AFC,1,54
1,95,12.247,79,2AFC,1,55
1,94,30.874,79,2AFC,1,56
0,71,15.596,79,2AFC,1,57
1,100,3.972,79,2AFC,1,58
0,83,4.327,80,2AFC,1,1
1,84,3.558,80,2AFC,1,2
0,80,6.814,80,2AFC,1,3
1,100,19.334,80,2AFC,1,4
1,54,4.96,80,2AFC,1,5
0,76,4.871,80,2AFC,1,6
0,90,6.709,80,2AFC,1,7
1,79,9.901,80,2AFC,1,8
1,83,3.001,80,2AFC,1,9
0,86,4.882,80,2AFC,1,10
1,93,7.276,80,2AFC,1,11
1,100,3.569,80,2AFC,1,12
1,100,6.516,80,2AFC,1,13
0,86,5.933,80,2AFC,1,14
0,81,12.461,80,2AFC,1,15
1,77,39.441,80,2AFC,1,16
0,57,4.545,80,2AFC,1,17
0,66,26.503,80,2AFC,1,18
0,68,9.435,80,2AFC,1,19
0,100,17.674,80,2AFC,1,20
0,85,7.246,80,2AFC,1,21
0,90,10.198,80,2AFC,1,22
1,100,18.717,80,2AFC,1,23
1,100,25.192,80,2AFC,1,24
0,100,4.623,80,2AFC,1,25
1,100,19.872,80,2AFC,1,26
1,72,8.712,80,2AFC,1,27
0,57,6.378,80,2AFC,1,28
1,86,9.067,80,2AFC,1,29
1,95,3.076,80,2AFC,1,30
1,82,3.573,80,2AFC,1,31
0,51,5.747,80,2AFC,1,32
1,80,7.731,80,2AFC,1,33
1,67,7.241,80,2AFC,1,34
1,87,5.892,80,2AFC,1,35
1,56,2.54,80,2AFC,1,36
1,70,9.873,80,2AFC,1,37
0,100,14.354,80,2AFC,1,38
1,57,7.301,80,2AFC,1,39
0,80,4.401,80,2AFC,1,40
0,81,6.185,80,2AFC,1,41
1,100,6.754,80,2AFC,1,42
0,85,7.177,80,2AFC,1,43
1,84,4.583,80,2AFC,1,44
1,83,8.548,80,2AFC,1,45
0,68,6.272,80,2AFC,1,46
0,88,5.054,80,2AFC,1,47
0,81,5.841,80,2AFC,1,48
1,100,5.017,80,2AFC,1,49
0,100,6.303,80,2AFC,1,50
1,84,17.569,80,2AFC,1,51
0,76,9.497,80,2AFC,1,52
0,68,4.426,80,2AFC,1,53
1,56,6.802,80,2AFC,1,54
1,90,15.24,80,2AFC,1,55
1,100,6.755,80,2AFC,1,56
1,97,13.014,80,2AFC,1,57
1,65,3.691,80,2AFC,1,58
1,79,8.69,81,2AFC,1,1
1,83,4.346,81,2AFC,1,2
1,62,3.48,81,2AFC,1,3
1,100,4.722,81,2AFC,1,4
1,65,6.398,81,2AFC,1,5
1,59,10.795,81,2AFC,1,6
1,88,8.162,81,2AFC,1,7
0,98,8.266,81,2AFC,1,8
0,84,12.554,81,2AFC,1,9
0,83,4.075,81,2AFC,1,10
1,76,6.133,81,2AFC,1,11
1,100,3.982,81,2AFC,1,12
1,65,4.515,81,2AFC,1,13
1,99,9.013,81,2AFC,1,14
1,100,19.503,81,2AFC,1,15
1,100,25.075,81,2AFC,1,16
0,62,4.429,81,2AFC,1,17
1,54,13.742,81,2AFC,1,18
1,56,18.3,81,2AFC,1,19
1,75,6.719,81,2AFC,1,20
1,60,7.245,81,2AFC,1,21
1,100,9.694,81,2AFC,1,22
1,100,35.883,81,2AFC,1,23
1,100,23.782,81,2AFC,1,24
1,100,7.737,81,2AFC,1,25
1,100,19.425,81,2AFC,1,26
1,100,7.167,81,2AFC,1,27
0,82,5.512,81,2AFC,1,28
1,100,24.102,81,2AFC,1,29
1,100,7.121,81,2AFC,1,30
1,100,18.878,81,2AFC,1,31
1,85,7.005,81,2AFC,1,32
0,81,4.954,81,2AFC,1,33
1,81,9.774,81,2AFC,1,34
1,81,6.892,81,2AFC,1,35
1,87,2.58,81,2AFC,1,36
1,95,11.849,81,2AFC,1,37
0,100,5.08,81,2AFC,1,38
1,97,8.394,81,2AFC,1,39
0,100,5.918,81,2AFC,1,40
1,100,3.949,81,2AFC,1,41
0,59,7.719,81,2AFC,1,42
0,89,8.693,81,2AFC,1,43
1,100,9.2,81,2AFC,1,44
1,94,6.298,81,2AFC,1,45
0,100,3.38,81,2AFC,1,46
1,69,7.415,81,2AFC,1,47
1,86,5.101,81,2AFC,1,48
0,100,9.107,81,2AFC,1,49
1,75,5.937,81,2AFC,1,50
1,100,35.536,81,2AFC,1,51
1,100,4.989,81,2AFC,1,52
0,91,8.589,81,2AFC,1,53
0,71,11.553,81,2AFC,1,54
1,100,10.072,81,2AFC,1,55
1,82,4.931,81,2AFC,1,56
1,100,12.499,81,2AFC,1,57
0,100,9.601,81,2AFC,1,58
0,73,4.112,82,2AFC,1,1
0,87,3.835,82,2AFC,1,2
1,74,5.874,82,2AFC,1,3
0,97,3.792,82,2AFC,1,4
0,55,4.796,82,2AFC,1,5
1,60,13.861,82,2AFC,1,6
1,74,4.773,82,2AFC,1,7
1,92,18.991,82,2AFC,1,8
0,100,3.303,82,2AFC,1,9
0,65,3.633,82,2AFC,1,10
1,62,5.733,82,2AFC,1,11
0,100,5.756,82,2AFC,1,12
1,59,6.358,82,2AFC,1,13
0,100,11.238,82,2AFC,1,14
0,100,29.055,82,2AFC,1,15
0,94,11.787,82,2AFC,1,16
1,52,13.909,82,2AFC,1,17
1,55,60.958,82,2AFC,1,18
0,63,10.482,82,2AFC,1,19
0,85,49.546,82,2AFC,1,20
0,93,5.094,82,2AFC,1,21
0,90,8.045,82,2AFC,1,22
0,100,14.908,82,2AFC,1,23
1,82,19.581,82,2AFC,1,24
0,100,5.809,82,2AFC,1,25
1,100,14.193,82,2AFC,1,26
0,84,5.127,82,2AFC,1,27
1,55,10.306,82,2AFC,1,28
1,52,5.401,82,2AFC,1,29
1,52,4.954,82,2AFC,1,30
1,90,9.908,82,2AFC,1,31
0,51,4.772,82,2AFC,1,32
0,70,11.816,82,2AFC,1,33
1,75,7.1,82,2AFC,1,34
0,72,5.921,82,2AFC,1,35
1,57,2.453,82,2AFC,1,36
0,75,4.702,82,2AFC,1,37
0,81,3.996,82,2AFC,1,38
0,80,4.097,82,2AFC,1,39
1,51,7.175,82,2AFC,1,40
0,51,3.755,82,2AFC,1,41
0,56,6.772,82,2AFC,1,42
1,68,4.095,82,2AFC,1,43
0,94,6.824,82,2AFC,1,44
0,52,7.103,82,2AFC,1,45
0,57,3.321,82,2AFC,1,46
1,81,5.262,82,2AFC,1,47
0,55,5.547,82,2AFC,1,48
1,94,6.852,82,2AFC,1,49
1,77,6.974,82,2AFC,1,50
1,52,3.55,82,2AFC,1,51
0,92,7.696,82,2AFC,1,52
0,83,4.011,82,2AFC,1,53
1,58,5.037,82,2AFC,1,54
0,70,3.343,82,2AFC,1,55
1,90,7.071,82,2AFC,1,56
0,77,7.71,82,2AFC,1,57
1,64,7.806,82,2AFC,1,58
1,100,8.388,83,2AFC,1,1
1,83,5.16,83,2AFC,1,2
1,100,6.618,83,2AFC,1,3
1,100,5.248,83,2AFC,1,4
1,100,7.052,83,2AFC,1,5
1,100,17.768,83,2AFC,1,6
0,68,6.494,83,2AFC,1,7
0,74,4.828,83,2AFC,1,8
1,85,9.884,83,2AFC,1,9
1,100,7.506,83,2AFC,1,10
1,90,11.117,83,2AFC,1,11
1,100,9.142,83,2AFC,1,12
1,74,8.917,83,2AFC,1,13
1,100,11.466,83,2AFC,1,14
1,100,8.402,83,2AFC,1,15
1,100,16.122,83,2AFC,1,16
1,88,6.092,83,2AFC,1,17
1,75,13.565,83,2AFC,1,18
1,100,24.549,83,2AFC,1,19
1,100,25.101,83,2AFC,1,20
1,93,12.785,83,2AFC,1,21
1,100,39.636,83,2AFC,1,22
1,100,5.087,83,2AFC,1,23
1,100,14.496,83,2AFC,1,24
1,100,9.57,83,2AFC,1,25
1,100,33.201,83,2AFC,1,26
1,100,8.3,83,2AFC,1,27
1,54,15.443,83,2AFC,1,28
1,53,6.293,83,2AFC,1,29
1,51,5.799,83,2AFC,1,30
1,100,10.555,83,2AFC,1,31
1,71,10.041,83,2AFC,1,32
1,100,5.315,83,2AFC,1,33
1,100,8.073,83,2AFC,1,34
1,84,5.68,83,2AFC,1,35
0,95,7.621,83,2AFC,1,36
1,95,11.897,83,2AFC,1,37
1,69,14.033,83,2AFC,1,38
0,57,7.067,83,2AFC,1,39
1,51,300.393,83,2AFC,1,40
1,56,6.7,83,2AFC,1,41
1,100,10.798,83,2AFC,1,42
1,100,9.731,83,2AFC,1,43
1,100,12.325,83,2AFC,1,44
0,83,8.519,83,2AFC,1,45
0,58,7.169,83,2AFC,1,46
0,53,20.486,83,2AFC,1,47
1,75,4559.921,83,2AFC,1,48
0,68,12.4,83,2AFC,1,49
0,100,23.849,83,2AFC,1,50
0,71,12.847,83,2AFC,1,51
1,86,30.841,83,2AFC,1,52
1,100,7.278,83,2AFC,1,53
1,70,8.784,83,2AFC,1,54
1,90,14.386,83,2AFC,1,55
1,100,9.886,83,2AFC,1,56
0,52,15.776,83,2AFC,1,57
1,100,33.446,83,2AFC,1,58
0,100,4.69,101,2AFC_pic,2,59
1,90,10.526,101,2AFC_pic,2,60
1,95,7.094,101,2AFC_pic,2,61
1,93,17.129,101,2AFC_pic,2,62
1,78,5.2,101,2AFC_pic,2,63
1,92,5.176,101,2AFC_pic,2,64
1,74,10.122,101,2AFC_pic,2,65
0,67,5.158,101,2AFC_pic,2,66
1,81,113.271,101,2AFC_pic,2,67
1,100,17.189,101,2AFC_pic,2,68
0,100,9.846,101,2AFC_pic,2,69
1,91,14.07,101,2AFC_pic,2,70
1,97,11.539,101,2AFC_pic,2,71
0,89,3.88,101,2AFC_pic,2,72
1,66,5.1,101,2AFC_pic,2,73
0,66,3.393,101,2AFC_pic,2,74
1,90,11.142,101,2AFC_pic,2,75
1,55,5.8,101,2AFC_pic,2,76
1,82,5.943,101,2AFC_pic,2,77
1,86,11.579,101,2AFC_pic,2,78
1,86,1.964,101,2AFC_pic,2,79
1,83,4.39,101,2AFC_pic,2,80
1,100,4.496,101,2AFC_pic,2,81
1,90,5.44,101,2AFC_pic,2,82
1,94,5.248,101,2AFC_pic,2,83
1,95,4.676,101,2AFC_pic,2,84
1,83,10.379,101,2AFC_pic,2,85
1,100,4.272,101,2AFC_pic,2,86
0,89,5.905,101,2AFC_pic,2,87
1,90,11.375,101,2AFC_pic,2,88
1,97,6.717,101,2AFC_pic,2,89
0,80,15.002,101,2AFC_pic,2,90
1,70,9.762,101,2AFC_pic,2,91
1,93,6.271,101,2AFC_pic,2,92
1,100,10.301,101,2AFC_pic,2,93
1,100,11.487,101,2AFC_pic,2,94
1,100,6.975,101,2AFC_pic,2,95
1,100,8.379,101,2AFC_pic,2,96
1,100,5.328,101,2AFC_pic,2,97
1,90,5.873,101,2AFC_pic,2,98
1,91,9.087,101,2AFC_pic,2,99
1,93,6.314,101,2AFC_pic,2,100
1,100,7.102,101,2AFC_pic,2,101
1,62,4.99,101,2AFC_pic,2,102
1,72,5.383,101,2AFC_pic,2,103
1,84,8.442,101,2AFC_pic,2,104
1,68,3.459,101,2AFC_pic,2,105
1,57,38.905,102,2AFC_pic,2,59
1,94,7.032,102,2AFC_pic,2,60
1,79,5.7,102,2AFC_pic,2,61
1,84,11.642,102,2AFC_pic,2,62
1,76,15.918,102,2AFC_pic,2,63
1,93,5.063,102,2AFC_pic,2,64
1,75,6.139,102,2AFC_pic,2,65
0,70,22.975,102,2AFC_pic,2,66
1,82,27.001,102,2AFC_pic,2,67
1,81,8.031,102,2AFC_pic,2,68
1,92,7.996,102,2AFC_pic,2,69
1,90,6.272,102,2AFC_pic,2,70
1,99,6.889,102,2AFC_pic,2,71
1,100,4.921,102,2AFC_pic,2,72
1,76,18.977,102,2AFC_pic,2,73
1,70,5.22,102,2AFC_pic,2,74
1,82,7.573,102,2AFC_pic,2,75
1,77,3.966,102,2AFC_pic,2,76
1,81,5.5,102,2AFC_pic,2,77
1,86,1.951,102,2AFC_pic,2,78
1,93,2.526,102,2AFC_pic,2,79
1,93,5.957,102,2AFC_pic,2,80
1,86,6.1,102,2AFC_pic,2,81
1,95,3.559,102,2AFC_pic,2,82
1,89,4.303,102,2AFC_pic,2,83
1,93,3.349,102,2AFC_pic,2,84
1,87,4.3,102,2AFC_pic,2,85
1,83,6.28,102,2AFC_pic,2,86
0,100,7.662,102,2AFC_pic,2,87
1,94,9.053,102,2AFC_pic,2,88
1,95,5.205,102,2AFC_pic,2,89
1,100,10.701,102,2AFC_pic,2,90
1,94,8.185,102,2AFC_pic,2,91
1,78,5.728,102,2AFC_pic,2,92
1,100,12,102,2AFC_pic,2,93
1,100,30.5,102,2AFC_pic,2,94
1,88,13.435,102,2AFC_pic,2,95
1,100,10.342,102,2AFC_pic,2,96
1,100,3.845,102,2AFC_pic,2,97
1,70,48.703,102,2AFC_pic,2,98
1,75,7.969,102,2AFC_pic,2,99
1,93,6.604,102,2AFC_pic,2,100
1,100,5.298,102,2AFC_pic,2,101
1,64,3.921,102,2AFC_pic,2,102
1,68,30.327,102,2AFC_pic,2,103
1,83,8.899,102,2AFC_pic,2,104
1,60,4.027,102,2AFC_pic,2,105
0,60,3.501,103,2AFC_pic,2,59
0,89,7.754,103,2AFC_pic,2,60
0,79,2.877,103,2AFC_pic,2,61
1,85,5.14,103,2AFC_pic,2,62
0,89,4.201,103,2AFC_pic,2,63
0,89,6.99,103,2AFC_pic,2,64
0,81,3.46,103,2AFC_pic,2,65
1,93,3.601,103,2AFC_pic,2,66
0,80,9.63,103,2AFC_pic,2,67
0,100,3.475,103,2AFC_pic,2,68
0,100,3.502,103,2AFC_pic,2,69
0,77,14.948,103,2AFC_pic,2,70
0,100,3.701,103,2AFC_pic,2,71
0,90,4.405,103,2AFC_pic,2,72
0,77,2.99,103,2AFC_pic,2,73
0,75,6.301,103,2AFC_pic,2,74
1,66,10.323,103,2AFC_pic,2,75
0,57,5.596,103,2AFC_pic,2,76
0,81,4.319,103,2AFC_pic,2,77
0,100,3.963,103,2AFC_pic,2,78
0,82,2.281,103,2AFC_pic,2,79
0,88,3.302,103,2AFC_pic,2,80
0,72,9.301,103,2AFC_pic,2,81
0,89,5.501,103,2AFC_pic,2,82
0,84,4.848,103,2AFC_pic,2,83
0,80,6.601,103,2AFC_pic,2,84
0,84,6.395,103,2AFC_pic,2,85
0,69,8.005,103,2AFC_pic,2,86
0,90,4.35,103,2AFC_pic,2,87
0,81,5.971,103,2AFC_pic,2,88
0,100,7.669,103,2AFC_pic,2,89
0,80,13.511,103,2AFC_pic,2,90
0,82,4.923,103,2AFC_pic,2,91
0,82,7.649,103,2AFC_pic,2,92
0,100,5.074,103,2AFC_pic,2,93
0,100,3.924,103,2AFC_pic,2,94
0,87,4.721,103,2AFC_pic,2,95
0,100,5.069,103,2AFC_pic,2,96
0,100,3.828,103,2AFC_pic,2,97
0,99,18.865,103,2AFC_pic,2,98
0,65,16.485,103,2AFC_pic,2,99
0,60,8.749,103,2AFC_pic,2,100
0,100,3.501,103,2AFC_pic,2,101
0,62,8.92,103,2AFC_pic,2,102
0,63,15.026,103,2AFC_pic,2,103
0,81,6.518,103,2AFC_pic,2,104
0,75,4.472,103,2AFC_pic,2,105
0,82,3.3,104,2AFC_pic,2,59
1,85,19.355,104,2AFC_pic,2,60
1,83,3.371,104,2AFC_pic,2,61
1,82,3.043,104,2AFC_pic,2,62
1,74,5.8,104,2AFC_pic,2,63
1,94,7.972,104,2AFC_pic,2,64
0,65,10.953,104,2AFC_pic,2,65
0,74,4.101,104,2AFC_pic,2,66
1,85,21,104,2AFC_pic,2,67
1,76,9.673,104,2AFC_pic,2,68
1,100,3.593,104,2AFC_pic,2,69
1,85,12.599,104,2AFC_pic,2,70
0,98,7.801,104,2AFC_pic,2,71
0,77,7.093,104,2AFC_pic,2,72
0,67,16.742,104,2AFC_pic,2,73
1,57,9.53,104,2AFC_pic,2,74
1,66,10.465,104,2AFC_pic,2,75
0,58,9.701,104,2AFC_pic,2,76
1,83,8.768,104,2AFC_pic,2,77
0,100,4.131,104,2AFC_pic,2,78
1,95,3.019,104,2AFC_pic,2,79
0,89,4.545,104,2AFC_pic,2,80
1,76,5.801,104,2AFC_pic,2,81
1,87,9.701,104,2AFC_pic,2,82
1,81,13.699,104,2AFC_pic,2,83
1,83,7.801,104,2AFC_pic,2,84
1,87,13.729,104,2AFC_pic,2,85
1,77,3.741,104,2AFC_pic,2,86
0,96,7.847,104,2AFC_pic,2,87
0,93,9.979,104,2AFC_pic,2,88
0,98,6.462,104,2AFC_pic,2,89
1,95,6.337,104,2AFC_pic,2,90
1,88,7.486,104,2AFC_pic,2,91
1,76,7.284,104,2AFC_pic,2,92
1,100,3.4,104,2AFC_pic,2,93
1,100,23.531,104,2AFC_pic,2,94
1,87,4.611,104,2AFC_pic,2,95
1,100,4.983,104,2AFC_pic,2,96
0,100,2.597,104,2AFC_pic,2,97
1,98,11.188,104,2AFC_pic,2,98
1,95,18.461,104,2AFC_pic,2,99
1,80,10.557,104,2AFC_pic,2,100
0,100,5.824,104,2AFC_pic,2,101
1,58,6.772,104,2AFC_pic,2,102
1,62,7.764,104,2AFC_pic,2,103
1,80,7.376,104,2AFC_pic,2,104
1,61,20.746,104,2AFC_pic,2,105
1,69,2.696,105,2AFC_pic,2,59
1,73,8.588,105,2AFC_pic,2,60
0,94,5.753,105,2AFC_pic,2,61
1,78,3.068,105,2AFC_pic,2,62
1,77,6.296,105,2AFC_pic,2,63
0,94,8.889,105,2AFC_pic,2,64
0,83,7.278,105,2AFC_pic,2,65
1,85,5.15,105,2AFC_pic,2,66
0,68,8.601,105,2AFC_pic,2,67
1,100,10.123,105,2AFC_pic,2,68
0,92,8.3,105,2AFC_pic,2,69
0,70,20.476,105,2AFC_pic,2,70
1,98,3.5,105,2AFC_pic,2,71
0,96,5.201,105,2AFC_pic,2,72
1,66,5.911,105,2AFC_pic,2,73
1,58,5.848,105,2AFC_pic,2,74
0,81,2.836,105,2AFC_pic,2,75
0,61,7.379,105,2AFC_pic,2,76
0,79,9.227,105,2AFC_pic,2,77
1,90,4.557,105,2AFC_pic,2,78
0,96,4.993,105,2AFC_pic,2,79
1,77,7.202,105,2AFC_pic,2,80
1,81,5.405,105,2AFC_pic,2,81
1,87,6.456,105,2AFC_pic,2,82
0,86,9.84,105,2AFC_pic,2,83
0,85,12.48,105,2AFC_pic,2,84
0,93,7.301,105,2AFC_pic,2,85
1,84,4.935,105,2AFC_pic,2,86
0,94,6.288,105,2AFC_pic,2,87
1,94,8.568,105,2AFC_pic,2,88
0,95,6.711,105,2AFC_pic,2,89
0,65,16.801,105,2AFC_pic,2,90
1,100,7.884,105,2AFC_pic,2,91
1,91,62.58,105,2AFC_pic,2,92
0,100,14.9,105,2AFC_pic,2,93
0,100,8.101,105,2AFC_pic,2,94
0,88,3.618,105,2AFC_pic,2,95
0,100,18.699,105,2AFC_pic,2,96
0,100,3.601,105,2AFC_pic,2,97
0,69,7.231,105,2AFC_pic,2,98
1,86,10.016,105,2AFC_pic,2,99
0,51,6.977,105,2AFC_pic,2,100
0,93,7.13,105,2AFC_pic,2,101
1,67,5.82,105,2AFC_pic,2,102
0,64,11.212,105,2AFC_pic,2,103
1,58,8.99,105,2AFC_pic,2,104
1,66,6.227,105,2AFC_pic,2,105
0,88,76.186,106,2AFC_pic,2,59
0,83,10.947,106,2AFC_pic,2,60
0,90,4.262,106,2AFC_pic,2,61
1,89,7.39,106,2AFC_pic,2,62
0,80,13.708,106,2AFC_pic,2,63
0,90,5.515,106,2AFC_pic,2,64
1,76,6.5,106,2AFC_pic,2,65
1,76,3.871,106,2AFC_pic,2,66
1,72,6.613,106,2AFC_pic,2,67
0,100,5.477,106,2AFC_pic,2,68
0,100,4.802,106,2AFC_pic,2,69
1,72,14.241,106,2AFC_pic,2,70
0,99,4.001,106,2AFC_pic,2,71
0,77,7.907,106,2AFC_pic,2,72
1,82,7.584,106,2AFC_pic,2,73
0,72,6.4,106,2AFC_pic,2,74
0,85,7.488,106,2AFC_pic,2,75
1,60,6.202,106,2AFC_pic,2,76
0,83,23.556,106,2AFC_pic,2,77
1,91,7.128,106,2AFC_pic,2,78
0,93,2.178,106,2AFC_pic,2,79
0,94,9.088,106,2AFC_pic,2,80
1,93,3.87,106,2AFC_pic,2,81
0,85,6.851,106,2AFC_pic,2,82
0,79,4.601,106,2AFC_pic,2,83
0,72,8.702,106,2AFC_pic,2,84
0,90,4.543,106,2AFC_pic,2,85
1,79,5.027,106,2AFC_pic,2,86
0,99,6.217,106,2AFC_pic,2,87
0,90,7.53,106,2AFC_pic,2,88
0,95,5.469,106,2AFC_pic,2,89
0,100,20.537,106,2AFC_pic,2,90
0,77,6.371,106,2AFC_pic,2,91
0,75,5.289,106,2AFC_pic,2,92
0,100,4.892,106,2AFC_pic,2,93
1,100,6.258,106,2AFC_pic,2,94
0,82,7.795,106,2AFC_pic,2,95
0,100,7.5,106,2AFC_pic,2,96
0,100,5.201,106,2AFC_pic,2,97
0,93,10.212,106,2AFC_pic,2,98
0,70,11.034,106,2AFC_pic,2,99
1,85,12.756,106,2AFC_pic,2,100
0,99,5.601,106,2AFC_pic,2,101
0,66,5.188,106,2AFC_pic,2,102
0,71,11.055,106,2AFC_pic,2,103
1,64,11.489,106,2AFC_pic,2,104
1,66,3.061,106,2AFC_pic,2,105
1,95,8.003,107,2AFC_pic,2,59
1,81,12.034,107,2AFC_pic,2,60
0,82,4.935,107,2AFC_pic,2,61
1,84,7.25,107,2AFC_pic,2,62
0,73,5.551,107,2AFC_pic,2,63
1,95,6.701,107,2AFC_pic,2,64
0,77,11.385,107,2AFC_pic,2,65
1,81,4.444,107,2AFC_pic,2,66
0,82,59.898,107,2AFC_pic,2,67
0,100,7.382,107,2AFC_pic,2,68
0,92,7.353,107,2AFC_pic,2,69
0,68,17.345,107,2AFC_pic,2,70
1,100,8.876,107,2AFC_pic,2,71
0,87,5.974,107,2AFC_pic,2,72
0,76,4.448,107,2AFC_pic,2,73
0,60,7.207,107,2AFC_pic,2,74
0,80,3.601,107,2AFC_pic,2,75
0,63,5.502,107,2AFC_pic,2,76
1,82,11.98,107,2AFC_pic,2,77
1,100,5.383,107,2AFC_pic,2,78
0,96,8.849,107,2AFC_pic,2,79
1,87,9.285,107,2AFC_pic,2,80
0,92,4.239,107,2AFC_pic,2,81
1,91,10.373,107,2AFC_pic,2,82
0,63,15.801,107,2AFC_pic,2,83
0,77,4.854,107,2AFC_pic,2,84
0,100,5.871,107,2AFC_pic,2,85
0,77,9.463,107,2AFC_pic,2,86
0,93,13.182,107,2AFC_pic,2,87
0,98,8.55,107,2AFC_pic,2,88
0,95,5.758,107,2AFC_pic,2,89
1,90,10.069,107,2AFC_pic,2,90
0,88,5.232,107,2AFC_pic,2,91
0,100,7.083,107,2AFC_pic,2,92
0,100,12.489,107,2AFC_pic,2,93
0,100,6.949,107,2AFC_pic,2,94
1,88,4.22,107,2AFC_pic,2,95
0,100,7.229,107,2AFC_pic,2,96
0,100,6.279,107,2AFC_pic,2,97
1,95,50.548,107,2AFC_pic,2,98
1,79,16.933,107,2AFC_pic,2,99
0,100,9.943,107,2AFC_pic,2,100
1,100,6.674,107,2AFC_pic,2,101
0,51,20.612,107,2AFC_pic,2,102
1,61,13.567,107,2AFC_pic,2,103
0,88,7.978,107,2AFC_pic,2,104
0,66,4.677,107,2AFC_pic,2,105
1,94,3.649,108,2AFC_pic,2,59
1,89,7.242,108,2AFC_pic,2,60
0,77,6.078,108,2AFC_pic,2,61
0,85,17.054,108,2AFC_pic,2,62
0,82,5.103,108,2AFC_pic,2,63
1,92,6.129,108,2AFC_pic,2,64
1,82,8.172,108,2AFC_pic,2,65
0,66,5.886,108,2AFC_pic,2,66
1,91,2.916,108,2AFC_pic,2,67
1,94,5.153,108,2AFC_pic,2,68
0,100,4.6,108,2AFC_pic,2,69
1,78,8.095,108,2AFC_pic,2,70
1,100,7.441,108,2AFC_pic,2,71
1,82,6.8,108,2AFC_pic,2,72
0,80,2.984,108,2AFC_pic,2,73
1,92,16.733,108,2AFC_pic,2,74
1,74,9.65,108,2AFC_pic,2,75
1,70,3.951,108,2AFC_pic,2,76
1,84,4.677,108,2AFC_pic,2,77
1,89,4.672,108,2AFC_pic,2,78
1,85,2.34,108,2AFC_pic,2,79
1,97,6.977,108,2AFC_pic,2,80
1,86,5.565,108,2AFC_pic,2,81
1,89,12.649,108,2AFC_pic,2,82
1,95,8.048,108,2AFC_pic,2,83
0,76,6.172,108,2AFC_pic,2,84
1,67,12.863,108,2AFC_pic,2,85
1,82,6.989,108,2AFC_pic,2,86
1,94,4.804,108,2AFC_pic,2,87
1,93,7.33,108,2AFC_pic,2,88
1,99,7.788,108,2AFC_pic,2,89
1,100,8.068,108,2AFC_pic,2,90
1,93,5.476,108,2AFC_pic,2,91
0,78,5.36,108,2AFC_pic,2,92
1,100,5.401,108,2AFC_pic,2,93
1,100,6.401,108,2AFC_pic,2,94
1,91,9.441,108,2AFC_pic,2,95
1,100,10.4,108,2AFC_pic,2,96
0,100,10.723,108,2AFC_pic,2,97
0,76,5.915,108,2AFC_pic,2,98
0,75,15.012,108,2AFC_pic,2,99
0,81,13.982,108,2AFC_pic,2,100
1,100,5.071,108,2AFC_pic,2,101
0,60,9.975,108,2AFC_pic,2,102
1,94,7.681,108,2AFC_pic,2,103
1,94,8.256,108,2AFC_pic,2,104
0,67,6.16,108,2AFC_pic,2,105
1,82,2.886,109,2AFC_pic,2,59
1,63,12.395,109,2AFC_pic,2,60
1,90,5.456,109,2AFC_pic,2,61
1,86,6.521,109,2AFC_pic,2,62
1,78,4.164,109,2AFC_pic,2,63
0,95,3.971,109,2AFC_pic,2,64
1,80,4.84,109,2AFC_pic,2,65
0,76,6.14,109,2AFC_pic,2,66
1,79,2.727,109,2AFC_pic,2,67
1,100,5.008,109,2AFC_pic,2,68
1,100,8,109,2AFC_pic,2,69
1,86,9.808,109,2AFC_pic,2,70
1,100,6.641,109,2AFC_pic,2,71
1,85,3.6,109,2AFC_pic,2,72
1,74,4.361,109,2AFC_pic,2,73
1,65,5.405,109,2AFC_pic,2,74
1,69,8.241,109,2AFC_pic,2,75
0,65,74.379,109,2AFC_pic,2,76
0,78,14.97,109,2AFC_pic,2,77
1,100,6.06,109,2AFC_pic,2,78
1,97,4.171,109,2AFC_pic,2,79
1,87,5.401,109,2AFC_pic,2,80
0,59,5.728,109,2AFC_pic,2,81
0,86,5.202,109,2AFC_pic,2,82
1,76,5.28,109,2AFC_pic,2,83
0,91,2.001,109,2AFC_pic,2,84
1,95,5.083,109,2AFC_pic,2,85
1,81,10.947,109,2AFC_pic,2,86
0,96,4.195,109,2AFC_pic,2,87
1,100,9.401,109,2AFC_pic,2,88
1,95,4.441,109,2AFC_pic,2,89
1,100,4.8,109,2AFC_pic,2,90
1,95,6.845,109,2AFC_pic,2,91
1,73,4.734,109,2AFC_pic,2,92
1,100,7.601,109,2AFC_pic,2,93
1,100,7.043,109,2AFC_pic,2,94
1,89,7.337,109,2AFC_pic,2,95
1,100,4.583,109,2AFC_pic,2,96
1,100,7.187,109,2AFC_pic,2,97
1,97,6.336,109,2AFC_pic,2,98
1,75,6.727,109,2AFC_pic,2,99
1,70,24.452,109,2AFC_pic,2,100
1,97,7.301,109,2AFC_pic,2,101
1,68,3.947,109,2AFC_pic,2,102
1,59,13.933,109,2AFC_pic,2,103
1,56,18.693,109,2AFC_pic,2,104
1,100,5.412,109,2AFC_pic,2,105
0,96,5.257,110,2AFC_pic,2,59
0,84,14.313,110,2AFC_pic,2,60
0,78,3.482,110,2AFC_pic,2,61
0,84,3.413,110,2AFC_pic,2,62
0,77,4.247,110,2AFC_pic,2,63
0,93,4.001,110,2AFC_pic,2,64
