choice,confidence,rt,question,type,set,SID
1,52,7.111,33,2AFC,1,11
1,100,5.531,33,2AFC,1,12
1,100,7.471,33,2AFC,1,13
1,75,83.143,33,2AFC,1,14
0,56,13.635,33,2AFC,1,15
1,86,12.468,33,2AFC,1,16
0,60,10.824,33,2AFC,1,17
1,60,24.872,33,2AFC,1,18
1,63,15.658,33,2AFC,1,19
1,100,20.02,33,2AFC,1,20
1,76,11.007,33,2AFC,1,21
1,85,7.997,33,2AFC,1,22
1,100,7.808,33,2AFC,1,23
1,100,33.095,33,2AFC,1,24
1,100,5.001,33,2AFC,1,25
1,100,39.2,33,2AFC,1,26
0,77,3.973,33,2AFC,1,27
1,90,8.515,33,2AFC,1,28
1,63,7.197,33,2AFC,1,29
1,94,5.81,33,2AFC,1,30
0,73,7.481,33,2AFC,1,31
1,58,5.464,33,2AFC,1,32
1,62,7.204,33,2AFC,1,33
1,51,8.283,33,2AFC,1,34
1,76,11.901,33,2AFC,1,35
0,55,7.444,33,2AFC,1,36
0,80,9.472,33,2AFC,1,37
1,79,6.062,33,2AFC,1,38
1,51,9.188,33,2AFC,1,39
0,76,7.301,33,2AFC,1,40
1,75,5.171,33,2AFC,1,41
1,60,3.322,33,2AFC,1,42
1,98,4.552,33,2AFC,1,43
1,85,5.7,33,2AFC,1,44
1,62,4.055,33,2AFC,1,45
0,71,6.351,33,2AFC,1,46
0,92,6.889,33,2AFC,1,47
1,63,8.3,33,2AFC,1,48
1,94,10.8,33,2AFC,1,49
1,100,6.342,33,2AFC,1,50
1,51,5.385,33,2AFC,1,51
0,66,6.633,33,2AFC,1,52
1,100,3.491,33,2AFC,1,53
1,93,7.283,33,2AFC,1,54
0,60,10.969,33,2AFC,1,55
1,59,4.528,33,2AFC,1,56
1,100,6.708,33,2AFC,1,57
1,55,6.791,33,2AFC,1,58
0,82,6.84,34,2AFC,1,1
0,51,14.945,34,2AFC,1,2
0,66,7.447,34,2AFC,1,3
0,96,4.596,34,2AFC,1,4
1,100,4.85,34,2AFC,1,5
1,100,7.082,34,2AFC,1,6
1,67,5.491,34,2AFC,1,7
1,96,3.902,34,2AFC,1,8
1,84,2.5,34,2AFC,1,9
1,81,6.444,34,2AFC,1,10
0,51,7.237,34,2AFC,1,11
0,100,9.071,34,2AFC,1,12
1,100,5.608,34,2AFC,1,13
0,76,8.315,34,2AFC,1,14
1,54,10.458,34,2AFC,1,15
1,55,7.3,34,2AFC,1,16
0,55,10.918,34,2AFC,1,17
0,57,4.815,34,2AFC,1,18
0,67,8.919,34,2AFC,1,19
0,90,4.884,34,2AFC,1,20
0,84,7.807,34,2AFC,1,21
1,90,12.521,34,2AFC,1,22
1,100,4.544,34,2AFC,1,23
1,100,16.524,34,2AFC,1,24
0,100,6.458,34,2AFC,1,25
0,100,26.401,34,2AFC,1,26
0,74,11.044,34,2AFC,1,27
1,65,6.509,34,2AFC,1,28
1,86,6.701,34,2AFC,1,29
0,100,4.882,34,2AFC,1,30
1,100,7.622,34,2AFC,1,31
0,55,14.887,34,2AFC,1,32
0,74,2.89,34,2AFC,1,33
0,58,5.328,34,2AFC,1,34
0,84,8.6,34,2AFC,1,35
0,56,5.729,34,2AFC,1,36
1,60,8.751,34,2AFC,1,37
1,76,22.488,34,2AFC,1,38
0,65,11.782,34,2AFC,1,39
0,75,23.867,34,2AFC,1,40
1,91,11.582,34,2AFC,1,41
0,100,5.308,34,2AFC,1,42
1,51,3.959,34,2AFC,1,43
0,91,4.759,34,2AFC,1,44
0,71,12.288,34,2AFC,1,45
1,63,4.466,34,2AFC,1,46
1,96,4.296,34,2AFC,1,47
0,57,6.649,34,2AFC,1,48
1,92,8.601,34,2AFC,1,49
0,100,6.697,34,2AFC,1,50
1,53,12.862,34,2AFC,1,51
1,70,10.843,34,2AFC,1,52
1,100,4.41,34,2AFC,1,53
0,89,7.963,34,2AFC,1,54
0,75,6.645,34,2AFC,1,55
0,76,7.115,34,2AFC,1,56
0,100,8.036,34,2AFC,1,57
0,86,7.296,34,2AFC,1,58
0,71,5.926,35,2AFC,1,1
0,79,4.501,35,2AFC,1,2
0,85,9.127,35,2AFC,1,3
1,92,17.393,35,2AFC,1,4
0,74,5.003,35,2AFC,1,5
1,63,4.364,35,2AFC,1,6
0,90,4.492,35,2AFC,1,7
0,88,6.126,35,2AFC,1,8
0,81,2.7,35,2AFC,1,9
0,96,8.398,35,2AFC,1,10
0,53,6.865,35,2AFC,1,11
0,100,5.603,35,2AFC,1,12
0,100,3.891,35,2AFC,1,13
0,75,6.916,35,2AFC,1,14
0,95,6.796,35,2AFC,1,15
0,99,18.076,35,2AFC,1,16
1,62,3.938,35,2AFC,1,17
0,65,6.598,35,2AFC,1,18
0,97,12.358,35,2AFC,1,19
0,100,15.134,35,2AFC,1,20
0,67,5.089,35,2AFC,1,21
0,90,9.299,35,2AFC,1,22
0,100,3.927,35,2AFC,1,23
0,100,66.344,35,2AFC,1,24
0,100,7.435,35,2AFC,1,25
0,100,6.049,35,2AFC,1,26
0,92,5.014,35,2AFC,1,27
0,88,9.313,35,2AFC,1,28
1,69,8.992,35,2AFC,1,29
0,91,4.825,35,2AFC,1,30
1,100,6.515,35,2AFC,1,31
0,89,12.735,35,2AFC,1,32
1,57,3.947,35,2AFC,1,33
0,54,8.737,35,2AFC,1,34
0,95,6.395,35,2AFC,1,35
1,55,54.379,35,2AFC,1,36
0,80,15.377,35,2AFC,1,37
0,100,29.103,35,2AFC,1,38
1,59,3.681,35,2AFC,1,39
0,90,17.502,35,2AFC,1,40
1,75,4.494,35,2AFC,1,41
0,66,4.933,35,2AFC,1,42
0,88,5.215,35,2AFC,1,43
1,69,3.312,35,2AFC,1,44
0,100,9.181,35,2AFC,1,45
0,90,4.545,35,2AFC,1,46
0,94,5.233,35,2AFC,1,47
0,61,5.67,35,2AFC,1,48
1,88,3.25,35,2AFC,1,49
0,100,3.668,35,2AFC,1,50
0,100,6.009,35,2AFC,1,51
0,89,5.893,35,2AFC,1,52
0,80,6.16,35,2AFC,1,53
0,75,4.894,35,2AFC,1,54
1,75,4.287,35,2AFC,1,55
1,81,5.084,35,2AFC,1,56
0,100,7.799,35,2AFC,1,57
0,69,5.086,35,2AFC,1,58
0,62,3.185,36,2AFC,1,1
1,58,4.252,36,2AFC,1,2
0,74,3.826,36,2AFC,1,3
0,98,5.411,36,2AFC,1,4
0,62,5.01,36,2AFC,1,5
0,59,10.794,36,2AFC,1,6
0,72,6.66,36,2AFC,1,7
0,97,5.166,36,2AFC,1,8
0,84,1.964,36,2AFC,1,9
1,86,4.411,36,2AFC,1,10
0,54,5.275,36,2AFC,1,11
0,56,12.504,36,2AFC,1,12
0,91,2.693,36,2AFC,1,13
1,66,5.255,36,2AFC,1,14
1,67,10.269,36,2AFC,1,15
0,54,5.675,36,2AFC,1,16
0,86,5.681,36,2AFC,1,17
0,55,8.457,36,2AFC,1,18
0,66,4.669,36,2AFC,1,19
0,75,4.763,36,2AFC,1,20
0,67,3.761,36,2AFC,1,21
1,80,5.291,36,2AFC,1,22
0,100,6.744,36,2AFC,1,23
1,100,32.257,36,2AFC,1,24
0,100,8.728,36,2AFC,1,25
0,100,10.238,36,2AFC,1,26
0,80,5.501,36,2AFC,1,27
0,67,5.624,36,2AFC,1,28
0,75,7.256,36,2AFC,1,29
0,94,7.165,36,2AFC,1,30
0,89,7.295,36,2AFC,1,31
0,72,7.301,36,2AFC,1,32
0,85,4.896,36,2AFC,1,33
0,53,17,36,2AFC,1,34
0,51,3.948,36,2AFC,1,35
1,52,23.775,36,2AFC,1,36
0,70,12.143,36,2AFC,1,37
0,90,29.019,36,2AFC,1,38
1,54,11.486,36,2AFC,1,39
0,51,6.1,36,2AFC,1,40
0,60,4.297,36,2AFC,1,41
1,59,4.717,36,2AFC,1,42
0,77,4.443,36,2AFC,1,43
0,67,8.218,36,2AFC,1,44
0,85,6.729,36,2AFC,1,45
1,69,11.988,36,2AFC,1,46
0,100,3.391,36,2AFC,1,47
0,63,4.872,36,2AFC,1,48
1,88,5.598,36,2AFC,1,49
0,100,4.899,36,2AFC,1,50
0,52,4.764,36,2AFC,1,51
1,87,5.22,36,2AFC,1,52
0,92,6.498,36,2AFC,1,53
0,83,6.995,36,2AFC,1,54
0,65,9.15,36,2AFC,1,55
0,73,6.645,36,2AFC,1,56
0,100,7.613,36,2AFC,1,57
0,67,3.673,36,2AFC,1,58
1,59,4.598,37,2AFC,1,1
0,79,10.099,37,2AFC,1,2
0,82,6.151,37,2AFC,1,3
0,78,3.801,37,2AFC,1,4
0,58,3.756,37,2AFC,1,5
1,100,7.776,37,2AFC,1,6
0,87,5.251,37,2AFC,1,7
0,89,5.886,37,2AFC,1,8
0,82,10.576,37,2AFC,1,9
0,87,4.053,37,2AFC,1,10
0,55,7.781,37,2AFC,1,11
0,86,4.084,37,2AFC,1,12
0,60,3.619,37,2AFC,1,13
0,78,5.59,37,2AFC,1,14
0,53,11.409,37,2AFC,1,15
1,58,6.844,37,2AFC,1,16
0,69,5.991,37,2AFC,1,17
0,56,18.08,37,2AFC,1,18
0,69,18.109,37,2AFC,1,19
1,85,22.486,37,2AFC,1,20
1,63,5.376,37,2AFC,1,21
1,70,9.325,37,2AFC,1,22
0,100,19.159,37,2AFC,1,23
0,100,20.868,37,2AFC,1,24
0,100,3.69,37,2AFC,1,25
1,100,6.298,37,2AFC,1,26
0,79,4.395,37,2AFC,1,27
0,57,6.998,37,2AFC,1,28
0,53,4.527,37,2AFC,1,29
0,89,5.154,37,2AFC,1,30
0,71,6.997,37,2AFC,1,31
0,51,5.8,37,2AFC,1,32
0,67,8.136,37,2AFC,1,33
0,74,8.127,37,2AFC,1,34
0,84,9.874,37,2AFC,1,35
1,53,4.466,37,2AFC,1,36
1,70,6,37,2AFC,1,37
0,89,8.826,37,2AFC,1,38
0,100,11.065,37,2AFC,1,39
0,100,9.062,37,2AFC,1,40
1,87,5.974,37,2AFC,1,41
0,59,4.257,37,2AFC,1,42
1,67,8.197,37,2AFC,1,43
0,99,7.384,37,2AFC,1,44
1,89,3.769,37,2AFC,1,45
1,62,4.827,37,2AFC,1,46
0,91,5.731,37,2AFC,1,47
1,68,3.043,37,2AFC,1,48
0,93,10.739,37,2AFC,1,49
0,100,5.262,37,2AFC,1,50
0,93,9.425,37,2AFC,1,51
1,61,18.765,37,2AFC,1,52
0,82,5.745,37,2AFC,1,53
0,79,5.023,37,2AFC,1,54
0,70,6.925,37,2AFC,1,55
0,80,7.248,37,2AFC,1,56
0,100,7.076,37,2AFC,1,57
0,58,2.53,37,2AFC,1,58
1,65,4.374,38,2AFC,1,1
1,58,2.987,38,2AFC,1,2
0,77,3.748,38,2AFC,1,3
0,73,5.622,38,2AFC,1,4
0,58,5.68,38,2AFC,1,5
1,55,8.163,38,2AFC,1,6
0,83,4.665,38,2AFC,1,7
1,62,4.052,38,2AFC,1,8
0,84,3.7,38,2AFC,1,9
1,83,7.758,38,2AFC,1,10
0,51,5.411,38,2AFC,1,11
1,73,4.333,38,2AFC,1,12
0,59,9.755,38,2AFC,1,13
0,85,9.973,38,2AFC,1,14
0,84,19.373,38,2AFC,1,15
0,76,23.971,38,2AFC,1,16
0,58,6.541,38,2AFC,1,17
0,65,16.861,38,2AFC,1,18
0,62,6.806,38,2AFC,1,19
0,100,14.603,38,2AFC,1,20
0,86,33.233,38,2AFC,1,21
0,70,16.925,38,2AFC,1,22
1,100,18.264,38,2AFC,1,23
1,100,23.647,38,2AFC,1,24
0,100,4.481,38,2AFC,1,25
1,100,17.07,38,2AFC,1,26
0,77,5.694,38,2AFC,1,27
0,79,7.218,38,2AFC,1,28
0,84,9.504,38,2AFC,1,29
0,88,4.2,38,2AFC,1,30
1,69,5.766,38,2AFC,1,31
0,51,11.636,38,2AFC,1,32
1,54,4.966,38,2AFC,1,33
0,51,4.082,38,2AFC,1,34
0,82,5.185,38,2AFC,1,35
0,53,5.973,38,2AFC,1,36
1,65,8.745,38,2AFC,1,37
0,86,6.508,38,2AFC,1,38
0,62,3.501,38,2AFC,1,39
0,51,16.277,38,2AFC,1,40
0,89,4.868,38,2AFC,1,41
1,56,7.87,38,2AFC,1,42
1,93,6.591,38,2AFC,1,43
0,74,4.118,38,2AFC,1,44
0,90,6.996,38,2AFC,1,45
0,51,42.289,38,2AFC,1,46
0,88,2.972,38,2AFC,1,47
0,58,4.067,38,2AFC,1,48
1,93,4.688,38,2AFC,1,49
0,100,3.545,38,2AFC,1,50
0,91,4.403,38,2AFC,1,51
0,90,16.632,38,2AFC,1,52
0,80,6.706,38,2AFC,1,53
0,100,3.665,38,2AFC,1,54
0,80,7.008,38,2AFC,1,55
0,89,6.175,38,2AFC,1,56
0,100,5.997,38,2AFC,1,57
0,83,2.893,38,2AFC,1,58
0,88,3.702,39,2AFC,1,1
0,73,7.2,39,2AFC,1,2
0,95,4.355,39,2AFC,1,3
0,93,4.186,39,2AFC,1,4
0,66,3.824,39,2AFC,1,5
0,84,9.593,39,2AFC,1,6
0,84,5.5,39,2AFC,1,7
0,91,2.638,39,2AFC,1,8
0,88,1.301,39,2AFC,1,9
1,87,6.615,39,2AFC,1,10
0,55,5.536,39,2AFC,1,11
0,100,4.98,39,2AFC,1,12
0,100,4.532,39,2AFC,1,13
0,85,6.019,39,2AFC,1,14
0,81,5.878,39,2AFC,1,15
0,53,9.789,39,2AFC,1,16
0,66,3.549,39,2AFC,1,17
0,52,32.056,39,2AFC,1,18
0,68,25.508,39,2AFC,1,19
0,100,12.355,39,2AFC,1,20
0,82,14.048,39,2AFC,1,21
0,80,7.466,39,2AFC,1,22
1,100,7.978,39,2AFC,1,23
0,100,15.817,39,2AFC,1,24
0,100,3.682,39,2AFC,1,25
0,100,15.388,39,2AFC,1,26
1,77,4.85,39,2AFC,1,27
0,82,5.366,39,2AFC,1,28
0,82,4.602,39,2AFC,1,29
0,96,4.177,39,2AFC,1,30
0,100,7.431,39,2AFC,1,31
0,76,13.475,39,2AFC,1,32
0,89,6.886,39,2AFC,1,33
0,57,5.299,39,2AFC,1,34
0,86,4.944,39,2AFC,1,35
0,55,10.368,39,2AFC,1,36
1,70,5.68,39,2AFC,1,37
0,89,6.205,39,2AFC,1,38
0,73,4.729,39,2AFC,1,39
0,100,8.674,39,2AFC,1,40
0,78,5.055,39,2AFC,1,41
0,57,5.84,39,2AFC,1,42
1,63,3.843,39,2AFC,1,43
0,96,6.251,39,2AFC,1,44
1,73,3.706,39,2AFC,1,45
0,54,2.712,39,2AFC,1,46
0,100,3.616,39,2AFC,1,47
0,97,5.37,39,2AFC,1,48
1,85,7.987,39,2AFC,1,49
0,100,10.727,39,2AFC,1,50
0,63,4.466,39,2AFC,1,51
0,83,3.701,39,2AFC,1,52
0,94,10.518,39,2AFC,1,53
0,100,3.279,39,2AFC,1,54
0,80,6.543,39,2AFC,1,55
0,80,7.959,39,2AFC,1,56
0,100,5.351,39,2AFC,1,57
0,84,7.474,39,2AFC,1,58
1,70,3.837,40,2AFC,1,1
1,87,6.864,40,2AFC,1,2
0,54,3.966,40,2AFC,1,3
0,67,4.632,40,2AFC,1,4
0,61,5.967,40,2AFC,1,5
1,56,4.684,40,2AFC,1,6
1,78,3.996,40,2AFC,1,7
1,96,6.567,40,2AFC,1,8
1,70,5.215,40,2AFC,1,9
0,87,4.595,40,2AFC,1,10
1,51,4.098,40,2AFC,1,11
0,87,4.944,40,2AFC,1,12
1,75,2.846,40,2AFC,1,13
1,76,9.386,40,2AFC,1,14
1,65,8.732,40,2AFC,1,15
0,53,15.339,40,2AFC,1,16
0,52,2.977,40,2AFC,1,17
1,65,7.929,40,2AFC,1,18
1,68,6.48,40,2AFC,1,19
0,85,5.303,40,2AFC,1,20
1,83,3.804,40,2AFC,1,21
1,75,9.87,40,2AFC,1,22
1,100,5.852,40,2AFC,1,23
1,100,34.746,40,2AFC,1,24
1,100,4.021,40,2AFC,1,25
1,100,41.284,40,2AFC,1,26
0,68,6.148,40,2AFC,1,27
0,82,5.345,40,2AFC,1,28
0,76,5.101,40,2AFC,1,29
1,95,3.715,40,2AFC,1,30
1,100,3.868,40,2AFC,1,31
1,100,4.544,40,2AFC,1,32
1,65,3.636,40,2AFC,1,33
1,51,3.7,40,2AFC,1,34
1,71,7.096,40,2AFC,1,35
1,51,4.484,40,2AFC,1,36
1,70,5.425,40,2AFC,1,37
0,76,4.155,40,2AFC,1,38
0,54,5.062,40,2AFC,1,39
0,60,5.568,40,2AFC,1,40
1,78,4.049,40,2AFC,1,41
1,100,7.409,40,2AFC,1,42
1,51,8.921,40,2AFC,1,43
0,79,3.137,40,2AFC,1,44
1,100,7.274,40,2AFC,1,45
1,56,3.339,40,2AFC,1,46
1,97,11.07,40,2AFC,1,47
1,68,4.998,40,2AFC,1,48
0,90,12.487,40,2AFC,1,49
1,100,3.462,40,2AFC,1,50
0,91,18.385,40,2AFC,1,51
0,82,13.272,40,2AFC,1,52
1,80,5.081,40,2AFC,1,53
1,58,6.334,40,2AFC,1,54
1,70,10.711,40,2AFC,1,55
1,70,4.014,40,2AFC,1,56
1,74,6.172,40,2AFC,1,57
1,63,7.178,40,2AFC,1,58
0,76,5.454,41,2AFC,1,1
1,90,3.767,41,2AFC,1,2
0,64,4.357,41,2AFC,1,3
1,51,3.187,41,2AFC,1,4
0,60,5.24,41,2AFC,1,5
1,59,5.729,41,2AFC,1,6
1,75,3.976,41,2AFC,1,7
0,73,4.837,41,2AFC,1,8
0,85,3.977,41,2AFC,1,9
1,81,6.753,41,2AFC,1,10
0,51,6.402,41,2AFC,1,11
1,78,6.841,41,2AFC,1,12
1,65,9.374,41,2AFC,1,13
1,76,6.501,41,2AFC,1,14
1,84,7.522,41,2AFC,1,15
0,51,12.478,41,2AFC,1,16
1,54,4.4,41,2AFC,1,17
1,55,22.683,41,2AFC,1,18
1,66,12.48,41,2AFC,1,19
1,60,10.483,41,2AFC,1,20
0,75,8.114,41,2AFC,1,21
0,80,11.069,41,2AFC,1,22
1,100,11.863,41,2AFC,1,23
1,100,20.907,41,2AFC,1,24
1,52,4.375,41,2AFC,1,25
1,100,29.105,41,2AFC,1,26
1,76,5.454,41,2AFC,1,27
1,67,6.372,41,2AFC,1,28
1,73,5.788,41,2AFC,1,29
1,97,4.594,41,2AFC,1,30
1,77,4.168,41,2AFC,1,31
1,75,4.077,41,2AFC,1,32
0,68,4.23,41,2AFC,1,33
0,54,26.47,41,2AFC,1,34
0,61,2.888,41,2AFC,1,35
0,64,8.791,41,2AFC,1,36
0,70,38.886,41,2AFC,1,37
1,91,20.28,41,2AFC,1,38
1,59,6.876,41,2AFC,1,39
0,80,12.684,41,2AFC,1,40
1,69,7.059,41,2AFC,1,41
1,59,3.98,41,2AFC,1,42
1,94,23.473,41,2AFC,1,43
0,94,12.782,41,2AFC,1,44
0,76,4.58,41,2AFC,1,45
1,84,4.725,41,2AFC,1,46
0,100,8.288,41,2AFC,1,47
0,66,6.401,41,2AFC,1,48
0,94,7.295,41,2AFC,1,49
0,73,7.22,41,2AFC,1,50
1,54,4.6,41,2AFC,1,51
0,88,11.737,41,2AFC,1,52
1,90,136.011,41,2AFC,1,53
1,64,7.549,41,2AFC,1,54
0,65,8.883,41,2AFC,1,55
1,67,8.736,41,2AFC,1,56
1,100,11.256,41,2AFC,1,57
0,53,5.828,41,2AFC,1,58
1,71,9.927,42,2AFC,1,1
1,83,2.601,42,2AFC,1,2
1,82,5.984,42,2AFC,1,3
0,68,4.05,42,2AFC,1,4
1,63,28.846,42,2AFC,1,5
0,76,6.518,42,2AFC,1,6
1,80,3.864,42,2AFC,1,7
1,93,10.306,42,2AFC,1,8
1,72,3.101,42,2AFC,1,9
1,87,5.429,42,2AFC,1,10
1,51,12.756,42,2AFC,1,11
1,71,8.144,42,2AFC,1,12
1,58,6.711,42,2AFC,1,13
1,93,7.701,42,2AFC,1,14
1,88,8.136,42,2AFC,1,15
1,60,17.15,42,2AFC,1,16
0,76,5.116,42,2AFC,1,17
1,55,19.484,42,2AFC,1,18
1,74,17.691,42,2AFC,1,19
1,100,17.285,42,2AFC,1,20
1,67,5.234,42,2AFC,1,21
1,75,17.707,42,2AFC,1,22
1,100,19.268,42,2AFC,1,23
1,100,6.741,42,2AFC,1,24
1,100,7.041,42,2AFC,1,25
1,100,12.75,42,2AFC,1,26
1,77,4.65,42,2AFC,1,27
1,60,6.12,42,2AFC,1,28
1,85,11.701,42,2AFC,1,29
0,97,7.765,42,2AFC,1,30
1,68,12.211,42,2AFC,1,31
1,79,4.628,42,2AFC,1,32
0,53,5.673,42,2AFC,1,33
1,54,9.134,42,2AFC,1,34
1,93,4.725,42,2AFC,1,35
1,56,3.44,42,2AFC,1,36
0,65,8.46,42,2AFC,1,37
1,74,14.097,42,2AFC,1,38
0,57,5,42,2AFC,1,39
1,76,3.801,42,2AFC,1,40
0,64,6.976,42,2AFC,1,41
1,65,7.762,42,2AFC,1,42
0,100,4.121,42,2AFC,1,43
1,67,4.517,42,2AFC,1,44
0,95,17.025,42,2AFC,1,45
1,87,118.175,42,2AFC,1,46
1,93,3.315,42,2AFC,1,47
1,59,5.764,42,2AFC,1,48
1,91,6.734,42,2AFC,1,49
1,100,4.047,42,2AFC,1,50
1,54,9.713,42,2AFC,1,51
1,93,15.332,42,2AFC,1,52
1,65,7.433,42,2AFC,1,53
1,79,7.601,42,2AFC,1,54
1,70,18.361,42,2AFC,1,55
1,90,9.063,42,2AFC,1,56
1,85,7.516,42,2AFC,1,57
1,65,20.422,42,2AFC,1,58
1,73,3.955,43,2AFC,1,1
1,55,10.473,43,2AFC,1,2
1,80,4.874,43,2AFC,1,3
1,94,37.114,43,2AFC,1,4
1,64,7.543,43,2AFC,1,5
1,65,8.639,43,2AFC,1,6
0,66,3.775,43,2AFC,1,7
0,66,6.615,43,2AFC,1,8
1,81,4.601,43,2AFC,1,9
1,64,5.82,43,2AFC,1,10
1,54,6.119,43,2AFC,1,11
1,100,7.639,43,2AFC,1,12
0,68,6.568,43,2AFC,1,13
1,85,8.263,43,2AFC,1,14
1,78,9.061,43,2AFC,1,15
0,53,10.964,43,2AFC,1,16
1,67,4.139,43,2AFC,1,17
0,54,10.878,43,2AFC,1,18
1,73,9.656,43,2AFC,1,19
0,75,5.967,43,2AFC,1,20
1,69,6.167,43,2AFC,1,21
0,80,7.894,43,2AFC,1,22
1,100,7.672,43,2AFC,1,23
1,100,48.34,43,2AFC,1,24
0,100,8.482,43,2AFC,1,25
1,100,16.778,43,2AFC,1,26
0,80,4.029,43,2AFC,1,27
1,56,6.417,43,2AFC,1,28
0,79,7.201,43,2AFC,1,29
1,97,4.845,43,2AFC,1,30
1,83,3.278,43,2AFC,1,31
1,62,6.868,43,2AFC,1,32
1,80,7.369,43,2AFC,1,33
1,61,4.868,43,2AFC,1,34
1,76,5.508,43,2AFC,1,35
1,52,6.973,43,2AFC,1,36
0,65,7.75,43,2AFC,1,37
0,81,33.535,43,2AFC,1,38
1,51,9.374,43,2AFC,1,39
1,51,19.559,43,2AFC,1,40
1,82,8.585,43,2AFC,1,41
1,73,6.751,43,2AFC,1,42
1,77,5.651,43,2AFC,1,43
1,73,7.831,43,2AFC,1,44
0,68,5.661,43,2AFC,1,45
1,62,2.997,43,2AFC,1,46
0,90,4.516,43,2AFC,1,47
1,71,6.101,43,2AFC,1,48
1,87,7.201,43,2AFC,1,49
1,78,3.675,43,2AFC,1,50
1,61,5.566,43,2AFC,1,51
0,75,7.311,43,2AFC,1,52
1,83,9.785,43,2AFC,1,53
1,80,3.288,43,2AFC,1,54
1,85,7.5,43,2AFC,1,55
1,72,5.789,43,2AFC,1,56
1,100,14.92,43,2AFC,1,57
0,63,5.13,43,2AFC,1,58
1,73,3.962,44,2AFC,1,1
1,85,8.192,44,2AFC,1,2
1,100,6.14,44,2AFC,1,3
1,67,4.044,44,2AFC,1,4
1,57,5.179,44,2AFC,1,5
1,100,10.598,44,2AFC,1,6
0,85,4.8,44,2AFC,1,7
1,92,9.516,44,2AFC,1,8
0,83,4.4,44,2AFC,1,9
1,85,5.311,44,2AFC,1,10
1,51,4.348,44,2AFC,1,11
1,100,8.278,44,2AFC,1,12
1,100,4.894,44,2AFC,1,13
1,67,4.741,44,2AFC,1,14
1,88,13.48,44,2AFC,1,15
1,95,6.139,44,2AFC,1,16
1,69,5.101,44,2AFC,1,17
0,53,5.072,44,2AFC,1,18
1,72,7.475,44,2AFC,1,19
1,80,7.942,44,2AFC,1,20
1,76,5.02,44,2AFC,1,21
1,85,7.668,44,2AFC,1,22
1,100,14.977,44,2AFC,1,23
1,100,35.109,44,2AFC,1,24
1,100,5.233,44,2AFC,1,25
1,100,93.069,44,2AFC,1,26
1,92,12.575,44,2AFC,1,27
1,86,9.149,44,2AFC,1,28
1,69,3.922,44,2AFC,1,29
1,99,4.038,44,2AFC,1,30
1,100,7.323,44,2AFC,1,31
1,73,3.7,44,2AFC,1,32
1,65,4.295,44,2AFC,1,33
1,60,7.953,44,2AFC,1,34
0,92,5.8,44,2AFC,1,35
0,55,4.422,44,2AFC,1,36
1,80,12.13,44,2AFC,1,37
1,96,5.744,44,2AFC,1,38
1,51,5.035,44,2AFC,1,39
1,74,6.53,44,2AFC,1,40
1,100,3.681,44,2AFC,1,41
1,65,5.045,44,2AFC,1,42
1,86,3.356,44,2AFC,1,43
1,90,4.115,44,2AFC,1,44
0,81,7.901,44,2AFC,1,45
1,60,5.809,44,2AFC,1,46
1,100,7.846,44,2AFC,1,47
1,74,5.327,44,2AFC,1,48
0,85,10.439,44,2AFC,1,49
1,93,4.733,44,2AFC,1,50
1,93,6.771,44,2AFC,1,51
1,93,7.061,44,2AFC,1,52
1,100,2.953,44,2AFC,1,53
1,88,4.201,44,2AFC,1,54
1,60,13.481,44,2AFC,1,55
1,100,22.309,44,2AFC,1,56
1,75,5.434,44,2AFC,1,57
0,66,3.542,44,2AFC,1,58
1,72,5.772,45,2AFC,1,1
1,88,4.954,45,2AFC,1,2
1,85,3.961,45,2AFC,1,3
1,81,4.061,45,2AFC,1,4
0,63,5.441,45,2AFC,1,5
1,100,6.752,45,2AFC,1,6
0,83,3.955,45,2AFC,1,7
1,95,5.366,45,2AFC,1,8
0,80,33.001,45,2AFC,1,9
1,77,3.258,45,2AFC,1,10
1,64,7.282,45,2AFC,1,11
1,100,3.452,45,2AFC,1,12
1,87,3.616,45,2AFC,1,13
1,66,6.785,45,2AFC,1,14
1,88,6.18,45,2AFC,1,15
1,79,5.932,45,2AFC,1,16
1,100,8.527,45,2AFC,1,17
0,57,9.849,45,2AFC,1,18
1,68,6.657,45,2AFC,1,19
1,85,7.254,45,2AFC,1,20
1,92,5.208,45,2AFC,1,21
1,70,12.537,45,2AFC,1,22
1,100,4.737,45,2AFC,1,23
1,100,30.851,45,2AFC,1,24
1,100,8.242,45,2AFC,1,25
1,100,6.7,45,2AFC,1,26
0,70,5.494,45,2AFC,1,27
1,78,6.239,45,2AFC,1,28
0,58,8.593,45,2AFC,1,29
1,96,4.066,45,2AFC,1,30
1,76,11.3,45,2AFC,1,31
1,72,9.3,45,2AFC,1,32
1,84,8.693,45,2AFC,1,33
1,73,8.401,45,2AFC,1,34
1,85,12.827,45,2AFC,1,35
1,73,4.654,45,2AFC,1,36
1,84,7.058,45,2AFC,1,37
1,92,4.6,45,2AFC,1,38
1,61,3.763,45,2AFC,1,39
1,81,7.583,45,2AFC,1,40
1,81,3.65,45,2AFC,1,41
1,100,8,45,2AFC,1,42
1,91,6.361,45,2AFC,1,43
1,89,5.723,45,2AFC,1,44
1,92,3.421,45,2AFC,1,45
1,57,3.864,45,2AFC,1,46
1,94,3.505,45,2AFC,1,47
1,58,2.594,45,2AFC,1,48
1,97,6.619,45,2AFC,1,49
1,100,4.601,45,2AFC,1,50
